,Time,Thrust,P_Chamber,P_Fuel_Injector,P_Ox_Injector,P_Ox_Tank,P_Fuel_Tank,Mass
121318,-1.19399999999996,-0.031287761510902734,-0.07050645481628592,0.21549155908639506,1.1688182720953328,1.0417080436941415,1.6969449150067177,0.5345329999999997
121319,-1.178000000000111,-0.026864744128444425,0.2790466732869916,-0.8649453823237341,-0.22939424031777556,0.6603773584905674,0.40598165780711515,0.5352980000000009
121320,-1.163000000000011,-0.02567052943518068,0.3743793445878847,0.5332671300893743,-0.8649453823237341,0.12015888778550199,1.2997254512529937,0.4603280000000005
121321,-1.1480000000001382,-0.02836857003848025,1.2959285004965242,1.0417080436941415,1.8043694141012914,0.6603773584905674,-0.5274840820141362,0.5714059999999996
121322,-1.1310000000000855,-0.0317853509664293,-0.3565044687189669,0.5968222442899709,-0.3565044687189669,0.6603773584905674,0.5251474969332319,0.4967420000000011
121323,-1.115000000000009,-0.019201866513335396,-0.5471698113207548,0.7874875868917588,-0.8649453823237341,-0.006951340615689361,-0.20970851101115695,0.523517
121324,-1.1000000000001364,-0.024011897916758812,-0.1340615690168807,0.3743793445878847,2.185700099304867,0.12015888778550199,-0.5274840820141362,0.5224460000000004
121325,-1.0820000000001073,-0.017145163430492282,1.0099304865938432,1.2959285004965242,0.8192651439920571,-0.3565044687189669,1.101115719376132,0.6030770000000008
121326,-1.0670000000000073,-0.02689791675881286,1.6772591857001,-0.8649453823237341,0.6603773584905674,0.5332671300893743,-0.8452596530171155,0.5095939999999999
121327,-1.0499999999999545,-0.02773829006147994,1.4230387288977173,0.9145978152929501,-1.3733862959285004,0.6603773584905674,-0.5274840820141362,0.47165000000000035
121328,-1.0340000000001055,-0.025051307001636516,1.1688182720953328,1.6772591857001,0.46971201588877953,0.21549155908639506,0.08820608680413589,0.35996000000000095
121329,-0.8260000000000218,-0.015851430846123223,-0.22939424031777556,0.21549155908639506,0.12015888778550199,-0.29294935451837034,-0.20970851101115695,0.5810450000000014
121330,-0.8110000000001492,-0.02637821221637401,0.6285998013902692,-0.26117179741807384,1.1688182720953328,0.12015888778550199,0.10806705999182231,0.5170910000000006
121331,-0.7960000000000491,-0.021225396965810075,1.6772591857001,0.8510427010923536,-0.1340615690168807,1.0417080436941415,0.40598165780711515,0.42100700000000124
121332,-0.7809999999999491,-0.02498496174089964,1.6772591857001,1.1688182720953328,-0.3882820258192652,0.9145978152929501,1.06139377300076,0.4154990000000005
121333,-0.7630000000001473,-0.026234464151444113,0.6603773584905674,1.1688182720953328,0.12015888778550199,-0.42005958291956347,0.46556457737017354,0.4797590000000014
121334,-0.7480000000000473,-0.02370228669998673,0.3743793445878847,0.15193644488580027,1.1370407149950363,0.3108242303872899,-0.13026461826041213,0.4912340000000004
121335,-0.7329999999999472,-0.024586890176478395,-0.3565044687189669,-0.8649453823237341,0.7557100297914605,-0.3565044687189669,0.8230620947485257,0.47685200000000094
121336,-0.7180000000000746,-0.033643018267061786,0.6285998013902692,-0.3565044687189669,1.0417080436941415,0.08838133068520371,-0.22956948419884338,0.5287190000000006
121337,-0.7019999999999982,-0.030723826794639305,-0.22939424031777556,-0.1022840119165842,0.5650446871896726,0.15193644488580027,0.40598165780711515,0.539276000000001
121338,-0.6849999999999454,-0.027284930779777963,1.6772591857001,1.4230387288977173,0.6603773584905674,-0.3565044687189669,-0.8452596530171155,0.507911
121339,-0.6700000000000728,-0.02949643947100712,-0.1340615690168807,0.15193644488580027,-0.1340615690168807,-0.26117179741807384,0.9422279338746424,0.609197
121340,-0.6539999999999964,-0.024045070547127248,0.12015888778550199,-0.26117179741807384,0.7874875868917588,0.12015888778550199,-0.4679011624510778,0.3711289999999998
121341,-0.6390000000001237,-0.025316688044584014,1.2005958291956311,1.1370407149950363,0.7557100297914605,0.15193644488580027,1.6969449150067177,0.46063400000000065
121342,-0.6210000000000946,-0.022187403246494757,-0.19761668321747727,-0.1022840119165842,-0.1022840119165842,0.15193644488580027,0.9620889070623289,0.7011500000000002
121343,-0.6040000000000418,-0.014823079304701666,1.1688182720953328,-0.5789473684210531,1.1688182720953328,0.18371400198609855,0.7436182019977808,0.4208540000000003
121344,-0.5889999999999418,-0.023846034764916625,-0.1340615690168807,-0.19761668321747727,1.6772591857001,0.12015888778550199,-0.22956948419884338,0.4886330000000001
121345,-0.5740000000000691,-0.029806050687779202,0.6285998013902692,1.6772591857001,0.6285998013902692,0.12015888778550199,1.538057129505228,0.652037
121346,-0.5589999999999691,-0.022176345703038614,-0.6107249255213496,1.1688182720953328,1.6772591857001,-0.48361469712015825,0.34639873824405676,0.4704259999999998
121347,-0.54300000000012,-0.033830996505816266,0.12015888778550199,-0.07050645481628592,-0.1340615690168807,0.12015888778550199,1.06139377300076,0.5352980000000009
121348,-0.52800000000002,-0.02160135344331903,-0.22939424031777556,1.6772591857001,-1.2462760675273081,-0.8013902681231375,1.6770839418190322,0.518009000000001
121349,-0.27300000000013824,-0.023724401786899024,-0.3565044687189669,1.105263157894738,1.4230387288977173,0.6285998013902692,1.6770839418190322,0.5166320000000013
121350,-0.2560000000000855,-0.022872970940775797,0.3743793445878847,1.0417080436941415,0.6285998013902692,-0.1340615690168807,-0.07068169869735375,0.5129599999999996
121351,-0.24099999999998545,-0.0317853509664293,0.6285998013902692,-0.1340615690168807,-1.5640516385302874,0.40615690168818297,1.0415327998130737,0.4636940000000003
121352,-0.22500000000013642,-0.021877792029722676,-0.07050645481628592,0.2790466732869916,0.6603773584905674,1.0417080436941415,0.4258426309948016,0.5556470000000004
121353,-0.21000000000003638,-0.025029191914724226,1.105263157894738,-0.1340615690168807,-0.1340615690168807,-0.006951340615689361,-0.6665108943279394,0.5533520000000003
121354,-0.19299999999998363,-0.032603609182184086,0.2790466732869916,0.15193644488580027,1.1370407149950363,-0.006951340615689361,0.5052865237455464,0.591602
121355,-0.1770000000001346,-0.01853841390596665,1.1688182720953328,1.6772591857001,-0.1340615690168807,0.6603773584905674,-0.20970851101115695,0.42988099999999996
121356,-0.16200000000003456,-0.026610420628953073,-0.3247269116186686,1.1688182720953328,1.8043694141012914,0.5014895729890778,1.06139377300076,0.44135600000000075
121357,-0.14699999999993452,-0.025526781370250787,1.2959285004965242,-0.3565044687189669,0.7239324726911622,0.40615690168818297,1.06139377300076,0.3494030000000006
121358,-0.1290000000001328,-0.02878875668981379,1.1370407149950363,1.105263157894738,-0.8649453823237341,1.0417080436941415,0.08820608680413589,0.49261100000000013
121359,-0.11200000000008004,-0.023713344243442874,0.2790466732869916,-0.8013902681231375,-1.3733862959285004,0.6603773584905674,1.538057129505228,0.44915899999999986
121360,-0.09600000000000364,-0.022309036224512364,0.15193644488580027,0.6285998013902692,-0.1340615690168807,0.6285998013902692,1.140837665751504,0.49811900000000087
121361,-0.08100000000013097,-0.016172099606351454,1.105263157894738,1.1688182720953328,-0.6107249255213496,0.40615690168818297,1.101115719376132,0.5241290000000003
121362,-0.06600000000003092,-0.027472909018532443,0.15193644488580027,-0.22939424031777556,0.692154915590864,0.46971201588877953,-0.22956948419884338,0.5502920000000007
121363,-0.05100000000015825,-0.02598014065195276,-0.1340615690168807,-0.3247269116186686,0.6603773584905674,0.15193644488580027,0.10806705999182231,0.4464050000000004
121364,-0.03600000000005821,-0.030215179795656598,-0.3247269116186686,-0.26117179741807384,1.6772591857001,0.40615690168818297,0.26695484549331194,0.5271889999999999
121365,-0.019000000000005457,-0.03263678181255253,0.15193644488580027,0.15193644488580027,0.12015888778550199,0.6285998013902692,-0.20970851101115695,0.4401320000000002
121366,0.17899999999985994,-0.024586890176478395,0.7874875868917588,0.12015888778550199,1.1370407149950363,-0.22939424031777556,1.4586132367544833,0.47363900000000037
121367,0.19399999999995998,-0.03182958114025388,0.15193644488580027,0.40615690168818297,0.6603773584905674,-0.1022840119165842,1.6969449150067177,0.5740069999999999
121368,0.20900000000006003,-0.024454199655004644,-0.3882820258192652,1.1370407149950363,-0.3565044687189669,0.9145978152929501,1.7366668613820906,0.5131130000000006
121369,0.2239999999999327,-0.023326330222477775,0.6603773584905674,0.12015888778550199,0.5968222442899709,-0.3565044687189669,1.06139377300076,0.47057900000000075
121370,0.2419999999999618,-0.01601729399796541,0.12015888778550199,0.3743793445878847,0.6285998013902692,-0.3565044687189669,-1.4013669022723287,0.3403760000000009
121371,0.25700000000006185,-0.025770047326285992,1.6772591857001,-0.8649453823237341,0.8192651439920571,0.02482621648460892,0.34639873824405676,0.5258120000000002
121372,0.2719999999999345,-0.021734043964792782,0.15193644488580027,0.21549155908639506,-0.1340615690168807,0.12015888778550199,-0.6863718675156258,0.46017500000000133
121373,0.28700000000003456,-0.025571011544075366,1.105263157894738,-0.8649453823237341,0.15193644488580027,-0.03872889771598764,0.9025059874992705,0.5580949999999998
121374,0.3029999999998836,-0.017244681321597594,0.12015888778550199,1.1688182720953328,1.8043694141012914,-0.3247269116186686,-1.4013669022723287,0.5752310000000005
121375,0.3209999999999127,-0.016271617497456765,1.105263157894738,0.056603773584905426,0.5014895729890778,0.9145978152929501,-0.5473450552018226,0.48679700000000103
121376,0.33799999999996544,-0.024354681763899332,-0.07050645481628592,-0.1340615690168807,0.6285998013902692,-0.26117179741807384,1.617501022255973,0.6610639999999997
121377,0.3530000000000655,-0.021092706444336327,0.6285998013902692,-0.1340615690168807,0.12015888778550199,-0.006951340615689361,-0.5473450552018226,0.4785350000000008
121378,0.36799999999993815,-0.029087310363129726,0.12015888778550199,0.12015888778550199,1.0417080436941415,1.0417080436941415,-0.09054267188504017,0.45604400000000034
121379,0.3830000000000382,-0.020495599097704452,-0.29294935451837034,-0.8649453823237341,0.12015888778550199,0.6603773584905674,1.3791693440037385,0.5203040000000012
121380,0.39799999999991087,-0.02834645495156796,0.6603773584905674,-0.3565044687189669,1.2959285004965242,0.2790466732869916,1.3791693440037385,0.4416620000000009
121381,0.41599999999994,-0.014568755805210314,1.6772591857001,0.8828202581926519,0.8510427010923536,0.12015888778550199,0.18751095274256713,0.5585540000000009
121382,0.43100000000004,-0.02970653279667389,0.15193644488580027,0.6603773584905674,0.7874875868917588,0.9145978152929501,0.08820608680413589,0.48358400000000046
121383,0.4459999999999127,-0.021955194833915698,0.6285998013902692,1.0417080436941415,-0.5471698113207548,-0.3565044687189669,0.5847304164962912,0.41488700000000023
121384,0.46100000000001273,-0.031741120792604716,1.4230387288977173,1.1370407149950363,1.6772591857001,0.12015888778550199,1.06139377300076,0.492305
121385,0.4759999999998854,-0.027727232518023795,0.8828202581926519,-0.19761668321747727,0.12015888778550199,-0.1340615690168807,1.2202815585022488,0.46598900000000043
121386,0.4939999999999145,-0.02153500818258216,1.1370407149950363,1.1370407149950363,1.1370407149950363,-0.3565044687189669,-0.05082072550966732,0.3940789999999996
121387,0.5090000000000146,-0.022961431288424962,0.40615690168818297,0.21549155908639506,0.3743793445878847,-0.3565044687189669,0.6244523628716632,0.550904000000001
121388,0.5239999999998872,-0.02119222433544164,0.8828202581926519,0.12015888778550199,-0.8649453823237341,-0.29294935451837034,-1.2424791167708396,0.435848
121389,0.5389999999999873,-0.023193639701004024,-0.07050645481628592,0.6285998013902692,0.12015888778550199,-0.3565044687189669,0.703896255622408,0.5481499999999997
121390,0.7200000000000273,-0.02882192932018223,0.8510427010923536,-0.3247269116186686,1.105263157894738,0.12015888778550199,-0.18984753782347052,0.5290250000000007
